customer_unique_id,Recency,Frequency,Monetary,Avg_Order_Value,Avg_Review_Score,Preferred_Payment,Tenure,Preferred_Category,purchase_hour,Cluster,Customer_Segment,PCA1,PCA2
0000366f3b9a7992bf8c76cfdf3221e2,112,1,129.9,129.9,5.0,credit_card,0,bed_bath_table,10,3,New / Bargain Hunters,0.22307414099574446,-0.4163743389395858
0000b849f77a49e4a4ce2b2a4ca5be3f,115,1,18.9,18.9,4.0,credit_card,0,health_beauty,11,0,Dormant Customers,-1.2250030064774526,-0.6349003759258615
0000f46a3911fa3c0805444483337064,537,1,69.0,69.0,3.0,credit_card,0,stationery,21,0,Dormant Customers,-0.4018838283089898,1.162679322246063
0000f6ccb0745a6a4b88665a16c9f078,321,1,25.99,25.99,4.0,credit_card,0,telephony,20,0,Dormant Customers,-1.085722385601091,0.49165615966310444
0004aac84e0df4da2b147fca70cf8255,288,1,180.0,180.0,5.0,credit_card,0,telephony,19,3,New / Bargain Hunters,0.38476970764573304,0.6255123684078395
0004bd2a26a76fe21f786e4fbd80607f,146,1,154.0,154.0,4.0,credit_card,0,garden_tools,19,3,New / Bargain Hunters,0.3283938672600746,-0.11428819834107928
00050ab1314c0e55a6ca13cf7181fecf,132,1,27.99,27.99,4.0,boleto,0,telephony,12,0,Dormant Customers,-0.948936993609414,-0.44012066040136594
00053a61a98854899e70ed204dd4bafe,183,1,382.0,191.0,1.0,credit_card,0,sports_leisure,11,3,New / Bargain Hunters,1.0018323051417655,0.2430038799882152
0005e1862207bf6ccc02e4228effd9a0,543,1,135.0,135.0,4.0,credit_card,0,fashion_bags_accessories,23,3,New / Bargain Hunters,0.10679547175567826,1.2613651254236686
0005ef4cd20d2893f0d9fbd94d3c0d97,170,1,104.9,104.9,1.0,credit_card,0,sports_leisure,15,3,New / Bargain Hunters,0.022038483075359584,-0.0031516704389609037
0006fdc98a402fceb4eb0ee528f6a8d4,408,1,13.9,13.9,3.0,credit_card,0,bed_bath_table,9,0,Dormant Customers,-1.5638257223913254,0.6685002635351117
00082cbe03e478190aadbea78542e933,283,1,79.0,79.0,5.0,boleto,0,luggage_accessories,15,0,Dormant Customers,-0.24021048161872335,0.5001309148212706
00090324bbad0e9342388303bb71ba0a,159,1,49.95,49.95,5.0,credit_card,0,bed_bath_table,14,0,Dormant Customers,-0.5333034809540563,-0.16963187521734913
000949456b182f53c18b68d6babc79c1,129,1,64.89,64.89,4.0,boleto,0,computers_accessories,9,0,Dormant Customers,-0.3167222375737316,-0.35700155022623925
000a5ad9c4601d2bbdd9ed765d5213b3,384,1,76.99,76.99,4.0,credit_card,0,health_beauty,13,0,Dormant Customers,-0.28793067646236453,0.8206603755067584
000bfa1d2f1a41876493be685390d6d3,335,1,35.0,35.0,4.5,credit_card,0,fashion_bags_accessories,14,0,Dormant Customers,-0.8686008533936194,0.5746369665972194
000c8bdb58a29e7115cfc257230fb21b,260,1,13.9,13.9,5.0,credit_card,0,bed_bath_table,22,0,Dormant Customers,-1.5222060472772336,0.19038605438028536
000d460961d6dbfa3ec6c9f5805769e1,234,1,28.9,28.9,5.0,credit_card,0,telephony,22,0,Dormant Customers,-0.9779591256347062,0.16980667255696774
000de6019bb59f34c099a907c151d855,377,1,229.8,114.9,2.0,credit_card,0,bed_bath_table,19,3,New / Bargain Hunters,0.5464264203738962,0.9430588208817767
000e309254ab1fc5ba99dd469d36bdb4,66,1,59.9,59.9,3.0,credit_card,0,fashion_underwear_beach,9,2,Premium Customers,-0.3157464070651129,-1.0728196121816587
000ec5bff359e1c0ad76a81a45cb598f,9,1,14.96,14.96,5.0,boleto,0,home_appliances,11,2,Premium Customers,-1.1672325285003882,-3.2725647712323616
000ed48ceeb6f4bf8ad021a10a3c7b43,101,1,12.88,12.88,5.0,credit_card,0,computers_accessories,16,0,Dormant Customers,-1.489574589821596,-0.8189265317469411
000fbf0473c10fc1ab6f8d2d286ce20c,35,1,285.8,71.45,5.0,boleto,0,musical_instruments,9,2,Premium Customers,0.9310057783573723,-1.531282460654509
0010a452c6d13139e50b57f19f52e04e,415,1,299.0,299.0,1.0,credit_card,0,home_confort,11,3,New / Bargain Hunters,0.7387991767901982,1.0793203428482783
0010fb34b966d44409382af9e8fd5b77,177,1,49.95,49.95,4.0,credit_card,0,bed_bath_table,17,0,Dormant Customers,-0.5431812957543555,-0.05615853361925973
001147e649a7b1afd577e873841632dd,363,1,170.0,85.0,4.0,credit_card,0,housewares,17,3,New / Bargain Hunters,0.31977527640771064,0.8636593296988394
00115fc7123b5310cf6d3a3aa932699e,585,1,59.99,59.99,4.0,credit_card,0,sports_leisure,21,0,Dormant Customers,-0.5155449958792138,1.2356184135242176
0011805441c0d1b68b48002f1d005526,493,1,269.0,269.0,3.0,credit_card,0,computers_accessories,13,3,New / Bargain Hunters,0.6420180254116635,1.2484518504039335
0011857aff0e5871ce5eb429f21cdaf5,428,1,174.33,174.33,5.0,credit_card,0,luggage_accessories,11,3,New / Bargain Hunters,0.3237429837202748,1.0418114926518378
0011c98589159d6149979563c504cb21,390,1,99.99,99.99,5.0,credit_card,0,small_appliances,14,3,New / Bargain Hunters,-0.09102398088376716,0.8709277724166353
0012929d977a8d7280bb277c1e5f589d,316,1,129.9,129.9,1.0,boleto,0,watches_gifts,15,3,New / Bargain Hunters,0.12750028174663056,0.6815491793363402
0014a5a58da615f7b01a4f5e194bf5ea,223,1,88.0,88.0,5.0,credit_card,0,health_beauty,20,3,New / Bargain Hunters,-0.13640383150485885,0.26146937953928695
0015752e079902b12cd00b9b7596276b,27,1,59.8,29.9,5.0,credit_card,0,luggage_accessories,18,2,Premium Customers,-0.23616813358398347,-2.001694070597089
00172711b30d52eea8b313a7f2cced02,33,1,74.5,74.5,4.0,credit_card,0,stationery,0,2,Premium Customers,-0.08797242469935874,-1.7667114167840572
00191a9719ef48ebb5860b130347bf33,498,1,47.9,47.9,3.0,credit_card,0,bed_bath_table,11,0,Dormant Customers,-0.6702080912465939,1.0356568933520247
001926cef41060fae572e2e7b30bd2a4,378,1,48.79,24.395,4.0,credit_card,0,computers_accessories,12,0,Dormant Customers,-0.6308795259841464,0.7452372712941182
001928b561575b2821c92254a2327d06,5,1,136.89,68.44500000000001,2.0,credit_card,0,bed_bath_table,21,2,Premium Customers,0.5349963003941268,-3.5341951577413426
